id	levelName
481	[level_n8_14_10,level_58_85_10,level_69_42_10]
482	[level_n46_3_10,level_67_32_10,level_77_4_10]
483	[level_n86_18_10,level_66_4_10,level_77_98_10]
484	[level_n72_4_10,level_67_6_10,level_68_44_10]
485	[level_n75_20_10,level_66_21_10,level_68_27_10]
486	[level_n53_20_10,level_67_37_10,level_77_74_10]
487	[level_n47_5_10,level_56_56_10,level_78_3_10]
488	[level_n77_16_10,level_57_61_10,level_77_14_10]
489	[level_n49_10_10,level_56_16_10,level_69_44_10]
490	[level_n55_12_10,level_n113_6_10,level_79_83_10]
491	[level_n88_16_10,level_58_60_10,level_77_70_10]
492	[level_n14_14_10,level_67_18_10,level_710_74_10]
493	[level_n52_19_10,level_57_20_10,level_79_34_10]
494	[level_n40_3_10,level_58_30_10,level_69_24_10]
495	[level_n71_1_10,level_58_68_10,level_78_52_10]
496	[level_n6_4_10,level_n146_16_10,level_77_76_10]
497	[level_n27_5_10,level_56_43_10,level_68_53_10]
498	[level_n1_13_10,level_67_52_10,level_79_55_10]
499	[level_n48_8_10,level_57_52_10,level_79_48_10]
500	[level_n80_6_10,level_58_75_10,level_78_22_10]
