id	"levelName"
391	[level_55_32_5,level_58_15_3,level_77_20_6,level_88_64_6]
392	[level_55_60_5,level_68_25_3,level_79_69_6,level_810_94_5]
393	[level_56_26_3,level_58_51_4,level_69_37_5,level_88_6_6]
394	[level_56_19_3,level_67_28_5,level_77_93_4,level_810_70_5]
395	[level_56_5_5,level_58_1_3,level_69_95_6,level_810_33_5]
396	[level_56_89_5,level_67_47_4,level_77_49_4,level_810_84_4]
397	[level_57_52_5,level_58_25_4,level_69_56_5,level_810_19_5]
398	[level_55_86_5,level_58_83_5,level_78_57_6,level_810_30_4]
399	[level_57_10_5,level_67_49_4,level_77_29_6,level_810_27_4]
400	[level_55_19_4,level_68_29_5,level_69_28_4,level_88_74_5]
401	[level_57_31_4,level_67_97_3,level_69_31_5,level_89_76_6]
402	[level_57_39_4,level_66_14_4,level_79_23_6,level_810_98_6]
403	[level_56_7_4,level_68_37_5,level_78_78_4,level_810_52_6]
404	[level_56_57_3,level_67_77_4,level_77_8_4,level_88_32_5]
405	[level_56_56_3,level_58_63_4,level_79_91_4,level_810_29_5]
406	[level_57_7_5,level_58_96_4,level_78_21_6,level_88_79_6]
407	[level_57_48_3,level_58_30_3,level_78_45_6,level_810_60_4]
408	[level_57_66_4,level_58_57_4,level_79_18_6,level_88_58_5]
409	[level_57_22_4,level_68_15_5,level_78_66_4,level_88_81_4]
410	[level_56_93_4,level_68_2_4,level_79_5_6,level_89_85_4]
411	[level_56_1_4,level_58_36_5,level_78_100_4,level_89_48_4]
412	[level_55_82_3,level_68_69_5,level_78_76_4,level_88_68_4]
413	[level_57_75_4,level_66_34_5,level_78_33_5,level_88_59_4]
414	[level_57_33_5,level_67_78_5,level_69_85_5,level_810_12_6]
415	[level_56_53_3,level_66_44_4,level_78_89_4,level_88_42_4]
416	[level_55_63_4,level_58_52_4,level_69_11_4,level_88_77_5]
417	[level_57_88_3,level_58_84_3,level_79_70_6,level_810_35_4]
418	[level_56_17_5,level_68_28_3,level_79_50_5,level_88_15_5]
419	[level_57_82_5,level_67_87_3,level_79_86_6,level_89_29_6]
420	[level_55_90_5,level_68_61_3,level_79_16_6,level_88_44_6]
421	[level_57_63_4,level_58_78_5,level_77_74_4,level_88_60_5]
422	[level_56_84_3,level_67_48_4,level_78_41_6,level_89_28_5]
423	[level_57_54_5,level_67_76_5,level_79_54_5,level_88_34_5]
424	[level_57_43_4,level_58_11_5,level_69_1_4,level_88_24_4]
425	[level_55_51_4,level_66_7_3,level_79_71_6,level_88_1_6]
426	[level_56_70_3,level_66_82_4,level_78_26_5,level_810_50_4]
427	[level_56_96_5,level_58_50_5,level_77_58_6,level_810_43_5]
428	[level_56_54_3,level_66_36_5,level_69_99_6,level_810_47_4]
429	[level_55_55_5,level_66_77_5,level_77_18_5,level_810_54_6]
430	[level_56_99_3,level_68_88_5,level_79_63_6,level_810_44_4]
431	[level_55_35_5,level_58_56_3,level_79_97_6,level_88_22_4]
432	[level_55_100_5,level_58_45_4,level_69_25_4,level_810_20_4]
433	[level_56_59_4,level_67_38_5,level_78_27_6,level_89_9_4]
434	[level_55_43_5,level_66_72_3,level_77_94_4,level_88_12_5]
435	[level_57_71_4,level_58_74_3,level_79_56_6,level_810_89_4]
436	[level_56_37_5,level_66_50_5,level_78_25_4,level_88_82_6]
437	[level_56_12_5,level_66_3_4,level_77_23_5,level_88_66_6]
438	[level_55_96_3,level_66_35_3,level_69_32_4,level_810_100_5]
439	[level_55_39_5,level_66_64_3,level_69_86_6,level_810_64_6]
440	[level_56_75_3,level_68_62_3,level_69_90_5,level_88_14_4]
441	[level_56_87_4,level_67_86_4,level_78_22_6,level_89_33_5]
442	[level_55_67_3,level_58_53_4,level_69_50_4,level_810_81_6]
443	[level_55_98_4,level_66_12_3,level_78_46_6,level_89_35_4]
444	[level_57_37_4,level_58_71_5,level_69_77_6,level_88_87_4]
445	[level_55_42_5,level_68_26_5,level_78_71_4,level_89_2_4]
446	[level_57_38_5,level_58_85_3,level_77_15_6,level_88_50_4]
447	[level_55_88_4,level_58_6_5,level_77_43_4,level_89_95_6]
448	[level_56_35_5,level_58_3_4,level_79_76_6,level_810_3_6]
449	[level_55_66_3,level_67_31_3,level_77_91_6,level_89_61_4]
450	[level_55_48_4,level_68_70_3,level_69_57_6,level_89_88_5]
451	[level_55_12_4,level_66_53_4,level_69_93_4,level_88_99_6]
452	[level_55_23_5,level_66_30_4,level_77_83_4,level_89_83_6]
453	[level_55_97_3,level_68_35_5,level_79_93_4,level_88_45_4]
454	[level_57_95_4,level_67_15_3,level_79_57_5,level_89_67_6]
455	[level_57_64_3,level_67_71_4,level_77_7_6,level_89_59_4]
456	[level_55_70_3,level_68_51_5,level_79_80_5,level_89_12_5]
457	[level_57_17_4,level_68_33_5,level_77_13_6,level_88_29_4]
458	[level_57_2_3,level_66_15_5,level_79_41_5,level_89_74_6]
459	[level_57_100_3,level_67_95_4,level_77_89_6,level_88_26_6]
460	[level_55_62_4,level_66_27_4,level_78_29_6,level_810_67_6]
461	[level_55_92_4,level_67_40_4,level_78_35_5,level_810_46_4]
462	[level_56_45_5,level_66_33_3,level_78_90_5,level_88_9_6]
463	[level_55_1_3,level_66_8_5,level_78_69_6,level_810_93_4]
464	[level_57_92_3,level_66_87_3,level_77_82_4,level_88_4_6]
465	[level_56_72_3,level_68_58_3,level_77_46_6,level_88_90_4]
466	[level_56_80_3,level_68_81_5,level_79_88_5,level_89_8_6]
467	[level_55_31_3,level_66_10_4,level_78_13_4,level_89_65_5]
468	[level_56_23_4,level_67_54_4,level_69_43_6,level_810_9_5]
469	[level_56_90_3,level_68_14_4,level_69_76_5,level_89_53_4]
470	[level_56_44_4,level_68_47_3,level_77_67_6,level_88_21_4]
471	[level_55_30_3,level_68_60_3,level_78_98_5,level_810_38_5]
472	[level_57_13_3,level_68_89_4,level_77_47_4,level_88_19_5]
473	[level_55_20_4,level_66_37_4,level_69_26_4,level_88_98_6]
474	[level_56_77_4,level_58_86_3,level_69_27_6,level_89_99_4]
475	[level_55_73_5,level_67_94_3,level_78_97_4,level_810_83_6]
476	[level_57_61_3,level_58_88_3,level_79_49_4,level_88_27_6]
477	[level_55_79_4,level_66_94_3,level_79_72_5,level_810_73_5]
478	[level_56_73_4,level_67_21_5,level_77_1_4,level_810_22_6]
479	[level_57_11_5,level_66_96_3,level_77_79_5,level_810_63_4]
480	[level_57_81_4,level_58_10_3,level_69_18_5,level_810_79_6]
481	[level_55_24_4,level_67_53_4,level_79_45_5,level_88_65_4]
482	[level_56_98_3,level_68_72_3,level_78_5_4,level_89_50_4]
483	[level_55_99_3,level_67_12_3,level_78_80_6,level_88_67_4]
484	[level_55_21_4,level_68_19_3,level_77_11_5,level_810_96_4]
485	[level_55_36_3,level_67_43_4,level_79_27_5,level_810_80_5]
486	[level_55_11_4,level_67_58_5,level_78_28_5,level_88_25_6]
487	[level_55_95_5,level_67_91_4,level_79_11_6,level_810_71_4]
488	[level_56_25_3,level_68_16_5,level_77_4_4,level_810_82_4]
489	[level_56_9_4,level_67_66_4,level_77_39_5,level_88_35_4]
490	[level_56_100_5,level_66_100_3,level_79_52_6,level_89_37_4]
491	[level_55_27_4,level_68_75_4,level_77_59_4,level_810_57_5]
492	[level_55_75_3,level_67_9_5,level_78_15_4,level_88_39_6]
493	[level_57_25_5,level_68_48_5,level_77_27_5,level_89_72_6]
494	[level_55_33_3,level_67_44_5,level_77_34_6,level_810_21_4]
495	[level_57_70_5,level_58_100_4,level_79_48_4,level_89_11_4]
496	[level_57_96_5,level_66_41_4,level_69_45_4,level_810_41_6]
497	[level_56_63_3,level_67_65_4,level_69_41_5,level_89_47_5]
498	[level_55_18_3,level_66_92_4,level_78_91_5,level_89_18_4]
499	[level_55_6_3,level_68_23_5,level_79_6_6,level_89_87_5]
500	[level_55_58_5,level_67_100_4,level_78_73_5,level_810_25_5]
